user_id,O_Score,C_Score,E_Score,A_Score,N_Score,Team_CPB-I-mean,Team_CPB-O-mean,Users-less-mean-A,Users-less-mean-C,Team_CPB-I-median,Team_CPB-O-median,Dpt-CPB-I-mean,Dpt_CPB-O-mean,Dpt_CPB-I-median,Dpt_CPB-O-median,Leader_CPB-I,Leader_CPB-O
DMC1766,48.0,37.0,15.0,18.0,32.0,-14.3264,-19.16296,10,11,-12.584,-18.1376,-15.3290048309,-19.4859207729,-16.94,-19.206,-13.552,-14.5328,
BMM3328,43.0,22.0,11.0,39.0,27.0,-14.2652631579,-19.6310175439,30,29,-13.552,-19.2128,-15.0351142857,-20.0305742857,-16.456,-20.6184,-19.36,-15.784,
GEG2093,17.0,18.0,20.0,26.0,21.0,-15.9822978723,-19.6773446809,26,16,-17.424,-18.8336,-14.9218758837,-19.382605813,-15.972,-18.9108,-8.712,-14.0968,
AYP3586,17.0,15.0,34.0,15.0,25.0,-13.805,-18.8763181818,25,26,-11.616,-16.5424,-14.9578338462,-19.7247212308,-15.972,-19.9508,-11.616,-11.3424,
TAC3330,21.0,21.0,31.0,22.0,24.0,-14.273754386,-19.7886947368,29,29,-13.552,-19.2128,-15.0351142857,-20.0305742857,-16.456,-20.6184,-19.36,-15.784,
CDA2295,40.0,16.0,45.0,16.0,40.0,-15.7736393443,-19.7965377049,34,22,-17.424,-18.3136,-14.8882043011,-19.4707172043,-16.456,-19.0584,-20.812,-27.1468,
JRM1303,35.0,24.0,38.0,20.0,34.0,-14.2077419355,-19.2282580645,17,15,-15.488,-18.7632,-14.9218758837,-19.382605813,-15.972,-18.9108,-18.876,-26.5564,
JLF3346,36.0,35.0,21.0,41.0,17.0,-14.154877193,-19.5791087719,30,30,-12.584,-18.9176,-15.0351142857,-20.0305742857,-16.456,-20.6184,-19.36,-15.784,
FRG1576,23.0,20.0,15.0,24.0,29.0,-16.0688,-20.1788654545,29,20,-17.424,-19.8736,-15.0351142857,-20.0305742857,-16.456,-20.6184,-21.296,-24.6944,
IBC0377,46.0,44.0,21.0,26.0,31.0,-15.9637966102,-19.8513491525,27,20,-17.908,-21.0612,-15.4025108696,-20.250498913,-16.94,-20.766,-4.84,-17.076,
KTW1719,35.0,33.0,39.0,49.0,29.0,-15.8278297872,-19.3757702128,27,17,-17.424,-18.8336,-14.9218758837,-19.382605813,-15.972,-18.9108,-9.68,-27.392,
ADC1469,37.0,15.0,44.0,35.0,32.0,-14.5774237288,-19.2346644068,32,27,-16.94,-18.686,-14.9218758837,-19.382605813,-15.972,-18.9108,-6.776,-12.4664,
HLS2098,49.0,46.0,30.0,23.0,30.0,-15.6939574468,-19.6226042553,26,17,-17.424,-18.8336,-14.9218758837,-19.382605813,-15.972,-18.9108,-8.712,-14.0968,
OEN0432,45.0,22.0,44.0,23.0,33.0,0,0,0,0,0,0,-16.8593333333,-18.2280666667,-16.94,-16.086,-19.36,-26.704,
REK1037,39.0,46.0,14.0,46.0,26.0,-14.8426666667,-18.4970666667,9,7,-15.972,-15.7908,-15.3290048309,-19.4859207729,-16.94,-19.206,-10.648,-24.5672,
KMW1008,38.0,34.0,16.0,35.0,28.0,-15.587,-19.3133909091,24,18,-16.214,-17.6846,-14.9578338462,-19.7247212308,-15.972,-19.9508,-21.296,-17.9344,
PNL0018,39.0,48.0,38.0,50.0,30.0,0,0,0,0,0,0,-15.3290048309,-19.4859207729,-16.94,-19.206,-9.68,-9.712,
BCB0909,31.0,36.0,27.0,45.0,25.0,-16.0294237288,-19.7039050847,28,20,-17.908,-21.0612,-15.4025108696,-20.250498913,-16.94,-20.766,-4.84,-17.076,
GJS0494,30.0,35.0,42.0,23.0,25.0,-15.4342222222,-20.5379111111,22,19,-17.424,-21.9536,-15.1798119658,-19.8936598291,-16.456,-20.6184,-6.776,-12.4664,
KDN1740,43.0,41.0,26.0,38.0,28.0,-16.214,-17.6846,3,1,-17.182,-16.4198,-14.9255135135,-18.5635567568,-16.456,-18.0184,-17.424,-13.1136,
NLC2601,32.0,15.0,37.0,17.0,33.0,-13.7785531915,-19.1823148936,26,28,-12.1,-16.69,-14.9218758837,-19.382605813,-15.972,-18.9108,-11.132,-24.7148,
HSK0639,34.0,18.0,25.0,36.0,32.0,-14.7243555556,-19.5934311111,22,21,-15.488,-21.3632,-15.1798119658,-19.8936598291,-16.456,-20.6184,-15.488,-26.5632,
TLU1836,48.0,49.0,17.0,37.0,28.0,-14.4376170213,-19.571387234,26,27,-14.52,-18.988,-14.9218758837,-19.382605813,-15.972,-18.9108,-22.748,-29.2972,
SLS0834,12.0,16.0,18.0,40.0,27.0,-15.1959310345,-20.0189586207,25,29,-15.246,-20.2494,-14.9218758837,-19.382605813,-15.972,-18.9108,-9.68,-12.832,
XSF3982,16.0,41.0,25.0,17.0,23.0,-13.9264150943,-19.768490566,24,27,-14.52,-21.068,-15.0351142857,-20.0305742857,-16.456,-20.6184,-12.1,-22.41,
EPM3878,42.0,40.0,36.0,15.0,29.0,-13.9536170213,-19.9880425532,24,26,-11.132,-17.9548,-14.9578338462,-19.7247212308,-15.972,-19.9508,-6.776,-25.4664,
CNF0212,43.0,15.0,41.0,49.0,39.0,0,0,0,0,0,0,-16.94,-21.9793333333,-18.634,-23.8826,-18.392,-27.4488,
FAD3114,21.0,15.0,47.0,28.0,28.0,-16.0266451613,-19.564883871,38,22,-17.666,-17.6074,-14.9218758837,-19.382605813,-15.972,-18.9108,-21.296,-24.6944,
CDS3824,30.0,12.0,32.0,18.0,23.0,-14.6072786885,-19.5346163934,28,31,-15.004,-21.7356,-14.8882043011,-19.4707172043,-16.456,-19.0584,-16.94,-30.646,
BMA1411,50.0,30.0,38.0,47.0,35.0,-14.6229787234,-19.2628085106,21,23,-15.972,-20.4708,-14.9218758837,-19.382605813,-15.972,-18.9108,-10.164,-21.2996,
REJ2666,40.0,43.0,37.0,40.0,33.0,-14.9717333333,-19.64576,23,18,-16.456,-20.0984,-14.9578338462,-19.7247212308,-15.972,-19.9508,-8.712,-20.8568,
CHS2323,33.0,44.0,37.0,18.0,32.0,-14.4877333333,-19.0474933333,35,31,-14.762,-16.7218,-15.4025108696,-20.250498913,-16.94,-20.766,-10.164,-16.6196,
DSB2463,48.0,29.0,34.0,43.0,28.0,-16.0042666667,-19.2904177778,26,16,-18.392,-18.6088,-15.1798119658,-19.8936598291,-16.456,-20.6184,-7.26,-13.654,
CEM1852,42.0,49.0,34.0,23.0,27.0,-15.6630638298,-19.6131829787,26,17,-17.424,-18.8336,-14.9218758837,-19.382605813,-15.972,-18.9108,-20.812,-20.9068,
JJJ1267,18.0,22.0,40.0,39.0,18.0,-14.7053617021,-19.3764425532,21,23,-15.972,-20.4708,-14.9218758837,-19.382605813,-15.972,-18.9108,-19.36,-18.904,
GUC0473,28.0,18.0,21.0,20.0,25.0,-14.4779130435,-20.0490782609,21,25,-14.52,-21.848,-14.9578338462,-19.7247212308,-15.972,-19.9508,-18.876,-15.1164,
VTL0314,47.0,41.0,36.0,27.0,25.0,0,0,0,0,0,0,-15.4396,-19.84044,-16.94,-20.246,-23.232,-23.2048,
SJN1601,43.0,43.0,14.0,23.0,30.0,-14.2492881356,-20.0247661017,28,29,-15.972,-20.4708,-15.4025108696,-20.250498913,-16.94,-20.766,-20.328,-18.1592,
GGB3663,38.0,42.0,13.0,15.0,29.0,-15.5352195122,-21.0605268293,17,16,-16.94,-23.366,-15.0351142857,-20.0305742857,-16.456,-20.6184,-17.908,-26.7812,
ZCE3578,42.0,23.0,39.0,14.0,38.0,-13.717,-18.8613,25,26,-11.616,-16.5424,-14.9578338462,-19.7247212308,-15.972,-19.9508,-11.616,-11.3424,
RQN2039,41.0,36.0,44.0,14.0,27.0,-16.456,-20.5688761905,19,14,-17.666,-21.2474,-14.9578338462,-19.7247212308,-15.972,-19.9508,-22.264,-14.5896,
PKH0730,35.0,20.0,17.0,16.0,36.0,-15.972,-19.0351478261,26,18,-17.182,-17.7198,-15.1798119658,-19.8936598291,-16.456,-20.6184,-9.68,-13.352,
KJR3538,40.0,27.0,38.0,21.0,27.0,-13.7406779661,-18.5916949153,34,36,-13.552,-17.1328,-14.9218758837,-19.382605813,-15.972,-18.9108,-9.196,-21.5244,
BPD2437,35.0,36.0,36.0,23.0,37.0,-15.0804210526,-19.5694315789,9,10,-14.52,-20.028,-15.3290048309,-19.4859207729,-16.94,-19.206,-8.712,-23.4568,
SRN2617,13.0,23.0,45.0,17.0,26.0,-15.9074666667,-22.3404533333,11,12,-17.908,-25.4812,-14.9218758837,-19.382605813,-15.972,-18.9108,-17.908,-25.7412,
CCE0745,48.0,40.0,45.0,43.0,27.0,-14.6383111111,-19.3823022222,23,21,-15.972,-17.8708,-15.1798119658,-19.8936598291,-16.456,-20.6184,-15.488,-27.6032,
ARH1610,19.0,17.0,42.0,36.0,37.0,-14.4625762712,-19.9752338983,29,28,-15.972,-20.4708,-15.4025108696,-20.250498913,-16.94,-20.766,-20.328,-18.1592,
USF1753,39.0,42.0,50.0,37.0,26.0,-14.8657142857,-17.1248571429,10,7,-15.004,-15.4956,-15.3290048309,-19.4859207729,-16.94,-19.206,-23.232,-19.5648,
ABM3203,36.0,25.0,42.0,15.0,31.0,-14.9394666667,-19.1274755556,25,22,-15.488,-17.7232,-14.9218758837,-19.382605813,-15.972,-18.9108,-19.36,-13.184,
NMW0896,17.0,13.0,31.0,17.0,26.0,-15.2621333333,-20.7309866667,26,24,-16.698,-22.2522,-15.0351142857,-20.0305742857,-16.456,-20.6184,-8.228,-11.8692,
HNG1909,48.0,44.0,32.0,18.0,32.0,-16.3638095238,-20.4912380952,19,14,-17.424,-21.1736,-14.9578338462,-19.7247212308,-15.972,-19.9508,-20.328,-29.0792,
CWR0043,18.0,19.0,13.0,19.0,31.0,-15.8955789474,-20.8580210526,8,7,-18.392,-22.7688,-15.3290048309,-19.4859207729,-16.94,-19.206,-18.392,-24.8488,
CLS3806,39.0,36.0,23.0,10.0,34.0,-14.416852459,-19.5447409836,28,32,-14.52,-21.588,-14.8882043011,-19.4707172043,-16.456,-19.0584,-16.94,-30.646,
WMA2016,45.0,10.0,19.0,50.0,18.0,-14.9700350877,-21.8712070175,18,26,-15.972,-23.0708,-14.9218758837,-19.382605813,-15.972,-18.9108,-18.876,-10.9564,
CJH3630,46.0,41.0,23.0,44.0,28.0,-15.5470243902,-20.6963219512,18,16,-16.94,-22.326,-15.0351142857,-20.0305742857,-16.456,-20.6184,-19.36,-24.624,
WAA1816,22.0,30.0,35.0,12.0,29.0,-15.7461333333,-20.1361422222,19,18,-17.424,-20.9136,-15.1798119658,-19.8936598291,-16.456,-20.6184,-6.776,-8.8264,
AIT1264,36.0,42.0,21.0,13.0,35.0,-14.4994042553,-19.601293617,20,24,-15.004,-20.1756,-14.9218758837,-19.382605813,-15.972,-18.9108,-19.36,-18.904,
JVB3184,42.0,18.0,23.0,44.0,32.0,-16.0032258065,-19.4235483871,39,22,-17.666,-17.6074,-14.9218758837,-19.382605813,-15.972,-18.9108,-22.264,-19.7896,
JCS2391,21.0,42.0,16.0,20.0,28.0,-15.8644444444,-19.5135555556,25,17,-17.908,-18.4612,-15.1798119658,-19.8936598291,-16.456,-20.6184,-21.296,-32.4944,
MTB2982,43.0,37.0,24.0,48.0,33.0,-13.8182,-20.22998,25,32,-12.342,-21.9638,-14.8882043011,-19.4707172043,-16.456,-19.0584,-14.52,-25.748,
JJB0042,50.0,43.0,46.0,10.0,28.0,-15.2842105263,-20.9178947368,8,8,-16.94,-22.326,-15.3290048309,-19.4859207729,-16.94,-19.206,-18.392,-24.8488,
KBC0578,17.0,19.0,42.0,18.0,25.0,-15.1708965517,-20.2085655172,24,29,-15.246,-20.7694,-14.9218758837,-19.382605813,-15.972,-18.9108,-10.648,-25.0872,
LEP2922,33.0,38.0,14.0,47.0,26.0,-13.8101333333,-20.2361866667,25,32,-12.342,-21.9638,-14.8882043011,-19.4707172043,-16.456,-19.0584,-21.78,-18.082,
YHD0593,35.0,22.0,21.0,33.0,27.0,-14.435826087,-19.8892869565,22,25,-14.52,-21.068,-14.9578338462,-19.7247212308,-15.972,-19.9508,-6.776,-23.3864,
JLA0030,42.0,36.0,15.0,17.0,35.0,-14.883,-20.6587,2,2,-15.972,-21.7708,-14.9255135135,-18.5635567568,-16.456,-18.0184,-19.844,-26.3316,
WBS1592,30.0,15.0,31.0,19.0,40.0,-14.4789830508,-20.1300677966,28,28,-15.972,-20.4708,-15.4025108696,-20.250498913,-16.94,-20.766,-20.328,-18.1592,
IYM3865,18.0,15.0,45.0,20.0,32.0,-14.2110638298,-20.0112340426,24,25,-12.584,-18.3976,-14.9578338462,-19.7247212308,-15.972,-19.9508,-21.78,-14.962,
MJB2167,38.0,17.0,30.0,39.0,38.0,-16.7157073171,-19.1376,25,14,-18.392,-17.5688,-15.0351142857,-20.0305742857,-16.456,-20.6184,-9.196,-12.1644,
CER0228,33.0,24.0,23.0,35.0,33.0,-15.9299130435,-18.8075304348,27,18,-17.182,-17.4598,-15.1798119658,-19.8936598291,-16.456,-20.6184,-9.68,-13.352,
ARW1507,44.0,21.0,43.0,21.0,35.0,-16.06,-20.2045454545,29,20,-17.424,-19.8736,-15.0351142857,-20.0305742857,-16.456,-20.6184,-19.844,-15.9316,
MVS1908,25.0,20.0,41.0,17.0,29.0,-16.6403809524,-20.5879619048,19,13,-17.666,-21.2474,-14.9578338462,-19.7247212308,-15.972,-19.9508,-20.328,-29.0792,
KGD3278,23.0,41.0,21.0,42.0,31.0,-14.1039298246,-19.5544491228,30,30,-12.584,-18.9176,-15.0351142857,-20.0305742857,-16.456,-20.6184,-20.328,-32.1992,
DKR0027,42.0,15.0,18.0,30.0,30.0,0,0,0,0,0,0,-13.552,-23.0261333333,-15.004,-24.8556,-18.392,-25.8888,
ELR1140,16.0,40.0,44.0,26.0,36.0,-16.1087826087,-18.9412086957,25,16,-18.15,-18.015,-14.9218758837,-19.382605813,-15.972,-18.9108,-24.2,-17.26,
DHG1830,50.0,50.0,45.0,37.0,24.0,-14.4273191489,-19.5682468085,26,27,-14.52,-18.988,-14.9218758837,-19.382605813,-15.972,-18.9108,-22.748,-29.2972,
JRP0250,36.0,42.0,20.0,32.0,31.0,-15.7945333333,-20.8153466667,27,22,-17.424,-21.9536,-14.9218758837,-19.382605813,-15.972,-18.9108,-21.296,-18.9744,
EGC0931,39.0,43.0,17.0,48.0,27.0,-15.1626885246,-18.4338295082,38,29,-16.94,-17.126,-14.8882043011,-19.4707172043,-16.456,-19.0584,-8.712,-10.4568,
OJB1095,12.0,24.0,22.0,50.0,20.0,-14.905,-20.2045,21,20,-16.456,-21.3984,-15.1798119658,-19.8936598291,-16.456,-20.6184,-19.36,-19.424,
DRB0756,42.0,36.0,23.0,14.0,24.0,-14.5307555556,-19.7886133333,21,22,-15.488,-21.3632,-15.1798119658,-19.8936598291,-16.456,-20.6184,-17.908,-16.9012,
YAS2508,39.0,30.0,16.0,36.0,28.0,-15.7945333333,-21.97668,12,12,-17.908,-25.4812,-14.9218758837,-19.382605813,-15.972,-18.9108,-21.296,-18.9744,
SDF3082,38.0,33.0,18.0,13.0,33.0,-14.8534222222,-19.1243466667,25,23,-14.52,-17.428,-14.9218758837,-19.382605813,-15.972,-18.9108,-11.132,-22.6348,
VRJ0636,19.0,21.0,37.0,15.0,32.0,-14.6920888889,-19.8262577778,21,21,-15.488,-21.3632,-15.1798119658,-19.8936598291,-16.456,-20.6184,-15.488,-26.5632,
KAD0884,17.0,20.0,21.0,35.0,34.0,-14.3798947368,-20.4094842105,19,18,-16.214,-20.8046,-15.0351142857,-20.0305742857,-16.456,-20.6184,-5.324,-23.4636,
RBG3850,34.0,42.0,15.0,15.0,38.0,-15.5571428571,-21.05,6,6,-18.392,-22.7688,-15.3290048309,-19.4859207729,-16.94,-19.206,-13.068,-25.3052,
AKL1305,17.0,25.0,16.0,16.0,24.0,-14.52,-18.7106666667,33,29,-16.456,-17.4984,-14.9218758837,-19.382605813,-15.972,-18.9108,-18.876,-28.6364,
CXM1821,15.0,15.0,23.0,43.0,22.0,-15.9074666667,-19.82712,20,18,-17.424,-20.9136,-15.1798119658,-19.8936598291,-16.456,-20.6184,-6.776,-8.8264,
FKD2779,40.0,37.0,17.0,32.0,22.0,-15.4275,-18.51075,23,18,-17.424,-18.3136,-15.0351142857,-20.0305742857,-16.456,-20.6184,-18.392,-13.4088,
RBB0585,21.0,30.0,16.0,21.0,32.0,-15.0791034483,-20.1536758621,24,29,-15.246,-20.7694,-14.9218758837,-19.382605813,-15.972,-18.9108,-10.648,-25.0872,
MVO2746,41.0,19.0,21.0,24.0,31.0,-15.1679354839,-18.2126903226,38,28,-16.94,-17.386,-14.9218758837,-19.382605813,-15.972,-18.9108,-4.84,-8.756,
JZM1351,41.0,17.0,25.0,15.0,25.0,-15.774,-19.6067818182,23,17,-16.456,-19.3184,-14.9578338462,-19.7247212308,-15.972,-19.9508,-16.456,-23.2184,
RXG1504,31.0,41.0,22.0,43.0,27.0,-15.884,-19.9428727273,30,21,-17.424,-19.3536,-15.0351142857,-20.0305742857,-16.456,-20.6184,-19.844,-15.9316,
JTM0878,22.0,20.0,34.0,13.0,18.0,-14.3798947368,-20.7105368421,18,18,-16.214,-22.1046,-15.0351142857,-20.0305742857,-16.456,-20.6184,-5.324,-23.4636,
HDN1139,49.0,44.0,21.0,37.0,24.0,-16.0666956522,-18.804026087,26,16,-18.15,-18.015,-14.9218758837,-19.382605813,-15.972,-18.9108,-24.2,-17.26,
ARB0208,47.0,44.0,39.0,50.0,33.0,0,0,0,0,0,0,-15.1798119658,-19.8936598291,-16.456,-20.6184,-22.264,-16.6696,
CCF3529,36.0,39.0,16.0,16.0,22.0,-13.6422372881,-18.6057423729,34,37,-13.552,-17.1328,-14.9218758837,-19.382605813,-15.972,-18.9108,-9.196,-21.5244,
BJC0366,45.0,43.0,33.0,50.0,31.0,0,0,0,0,0,0,-16.214,-24.4446,-16.698,-25.3722,-10.648,-23.0072,
RVB0303,34.0,10.0,45.0,50.0,28.0,-14.5072631579,-20.2430631579,19,18,-16.214,-20.8046,-15.0351142857,-20.0305742857,-16.456,-20.6184,-16.94,-19.206,
VBA1395,43.0,35.0,17.0,22.0,32.0,-15.1828695652,-19.7440608696,21,23,-15.246,-21.2894,-15.1798119658,-19.8936598291,-16.456,-20.6184,-20.812,-25.0668,
HBC0999,41.0,38.0,47.0,15.0,32.0,-15.543,-19.5363363636,23,18,-16.214,-19.2446,-14.9578338462,-19.7247212308,-15.972,-19.9508,-10.648,-24.0472,
UME2842,49.0,19.0,19.0,25.0,26.0,-15.6453,-18.66817,22,17,-17.424,-18.3136,-15.0351142857,-20.0305742857,-16.456,-20.6184,-4.84,-14.476,
GJM0065,35.0,22.0,40.0,37.0,24.0,-14.435826087,-19.8440695652,22,25,-14.52,-20.808,-14.9578338462,-19.7247212308,-15.972,-19.9508,-18.876,-15.1164,
ARM0771,21.0,19.0,39.0,41.0,46.0,-14.4723934426,-18.9138098361,36,32,-14.52,-16.908,-14.9218758837,-19.382605813,-15.972,-18.9108,-9.196,-10.0844,
LEC3857,46.0,16.0,38.0,21.0,30.0,-16.456,-21.1012571429,6,5,-19.118,-22.9902,-15.3290048309,-19.4859207729,-16.94,-19.206,-13.068,-25.3052,
NEB0371,12.0,38.0,20.0,21.0,33.0,0,0,0,0,0,0,-16.6375,-21.45375,-18.15,-22.695,-15.004,-26.9356,
GDH0108,31.0,32.0,32.0,13.0,24.0,-14.8964444444,-18.9179111111,25,22,-15.488,-16.1632,-14.9218758837,-19.382605813,-15.972,-18.9108,-10.164,-26.4996,
WBS3870,47.0,40.0,22.0,25.0,28.0,-13.9536170213,-19.8774042553,24,26,-11.132,-17.9548,-14.9578338462,-19.7247212308,-15.972,-19.9508,-21.78,-14.962,
RSM1089,36.0,40.0,25.0,40.0,34.0,-14.7136,-19.7634844444,25,23,-15.004,-19.1356,-15.1798119658,-19.8936598291,-16.456,-20.6184,-10.164,-12.9796,
CCB3943,17.0,30.0,46.0,23.0,39.0,-14.0268679245,-19.7402566038,24,26,-15.488,-21.3632,-15.0351142857,-20.0305742857,-16.456,-20.6184,-16.456,-15.9384,
BYL2133,38.0,44.0,22.0,15.0,33.0,-14.6813333333,-22.1024631579,17,27,-15.972,-23.5908,-14.9218758837,-19.382605813,-15.972,-18.9108,-18.876,-23.4364,
WTG2109,26.0,10.0,40.0,14.0,30.0,-15.7221935484,-19.7236516129,17,12,-16.94,-18.686,-14.9218758837,-19.382605813,-15.972,-18.9108,-21.296,-27.2944,
RSM3742,38.0,19.0,41.0,30.0,33.0,-14.5517377049,-19.4153836066,29,31,-15.004,-21.7356,-14.8882043011,-19.4707172043,-16.456,-19.0584,-18.876,-21.3564,
MSR3709,19.0,38.0,43.0,42.0,30.0,-15.3239322034,-20.5023186441,25,28,-16.94,-23.366,-15.0351142857,-20.0305742857,-16.456,-20.6184,-17.908,-22.6212,
NBR3731,31.0,34.0,10.0,43.0,35.0,-15.7058,-20.7449533333,27,23,-16.94,-22.586,-15.4025108696,-20.250498913,-16.94,-20.766,-6.776,-17.6664,
APP1996,11.0,26.0,37.0,26.0,29.0,-15.3552903226,-19.1169225806,35,27,-16.698,-18.6122,-14.9218758837,-19.382605813,-15.972,-18.9108,-12.1,-16.69,
CFR1523,47.0,42.0,24.0,14.0,30.0,-15.8752,-20.2143709091,29,21,-17.424,-19.8736,-15.0351142857,-20.0305742857,-16.456,-20.6184,-19.844,-15.9316,
MOW1104,39.0,42.0,18.0,46.0,24.0,-14.707,-20.1913909091,21,21,-15.73,-21.177,-15.1798119658,-19.8936598291,-16.456,-20.6184,-19.36,-19.424,
HFF2540,44.0,30.0,25.0,45.0,30.0,-15.246,-18.8887333333,34,28,-15.972,-17.3508,-14.9218758837,-19.382605813,-15.972,-18.9108,-14.52,-27.828,
YCL0824,19.0,21.0,35.0,42.0,30.0,-15.1542068966,-19.9883034483,25,29,-15.246,-20.2494,-14.9218758837,-19.382605813,-15.972,-18.9108,-9.68,-12.832,
PLT3283,43.0,16.0,35.0,34.0,30.0,-14.3162105263,-19.6921684211,30,29,-13.552,-19.2128,-15.0351142857,-20.0305742857,-16.456,-20.6184,-20.328,-32.1992,
RNC3417,19.0,22.0,19.0,45.0,33.0,-15.2944,-21.4254933333,22,24,-15.972,-24.1108,-15.4025108696,-20.250498913,-16.94,-20.766,-19.844,-25.8116,
MVA2547,46.0,17.0,42.0,27.0,20.0,-15.3508666667,-19.0767133333,33,28,-15.972,-17.3508,-14.9218758837,-19.382605813,-15.972,-18.9108,-14.52,-27.828,
GCS2218,20.0,44.0,12.0,16.0,32.0,-16.3969756098,-19.3321073171,24,15,-17.424,-17.2736,-15.0351142857,-20.0305742857,-16.456,-20.6184,-13.068,-12.3052,
ARG0441,46.0,22.0,24.0,10.0,21.0,0,0,0,0,0,0,-16.8593333333,-18.2280666667,-16.94,-16.086,-10.648,-15.2072,
JDH3762,35.0,31.0,36.0,19.0,28.0,-14.4565245902,-19.4801180328,28,31,-14.52,-21.588,-14.8882043011,-19.4707172043,-16.456,-19.0584,-18.876,-21.3564,
LER3942,36.0,15.0,34.0,17.0,39.0,-14.1638490566,-19.8408981132,24,26,-15.488,-21.3632,-15.0351142857,-20.0305742857,-16.456,-20.6184,-16.456,-15.9384,
IDC2568,41.0,26.0,49.0,32.0,23.0,-15.1545777778,-19.7939644444,23,17,-16.94,-20.246,-14.9578338462,-19.7247212308,-15.972,-19.9508,-7.744,-13.2816,
CGG3388,10.0,22.0,37.0,23.0,25.0,-15.2829152542,-19.5555728814,32,25,-16.456,-18.5384,-14.8882043011,-19.4707172043,-16.456,-19.0584,-16.456,-16.9784,
FDD1052,50.0,49.0,15.0,19.0,35.0,-16.8635789474,-18.9363789474,11,7,-18.876,-17.7164,-15.3290048309,-19.4859207729,-16.94,-19.206,-19.844,-19.0516,
TRS3323,29.0,17.0,15.0,30.0,25.0,-14.3077192982,-19.7260701754,30,29,-13.552,-19.2128,-15.0351142857,-20.0305742857,-16.456,-20.6184,-19.36,-15.784,
BBT1948,42.0,30.0,26.0,28.0,29.0,-14.6332765957,-19.7306297872,25,26,-14.52,-18.988,-14.9218758837,-19.382605813,-15.972,-18.9108,-6.776,-21.8264,
JGW1274,39.0,38.0,16.0,39.0,24.0,-14.5405957447,-19.3261957447,21,24,-15.004,-20.1756,-14.9218758837,-19.382605813,-15.972,-18.9108,-19.36,-18.904,
CSM1565,39.0,41.0,18.0,42.0,26.0,-15.884,-19.9523272727,30,21,-17.424,-19.3536,-15.0351142857,-20.0305742857,-16.456,-20.6184,-21.296,-24.6944,
BGB3045,44.0,43.0,29.0,27.0,29.0,-14.4232,-18.67248,11,9,-16.456,-16.9784,-15.3290048309,-19.4859207729,-16.94,-19.206,-8.712,-12.0168,
EKV3321,33.0,44.0,25.0,44.0,32.0,-14.0784561404,-19.5284350877,30,30,-12.584,-18.9176,-15.0351142857,-20.0305742857,-16.456,-20.6184,-19.36,-15.784,
WJH3158,18.0,42.0,25.0,41.0,40.0,-15.4557333333,-20.5560266667,20,19,-17.424,-20.9136,-14.9218758837,-19.382605813,-15.972,-18.9108,-20.812,-26.1068,
RVH0535,16.0,30.0,35.0,19.0,32.0,-14.3851147541,-19.0747344262,35,32,-14.52,-17.428,-14.9218758837,-19.382605813,-15.972,-18.9108,-7.26,-23.534,
NGP0549,40.0,35.0,18.0,22.0,31.0,-14.8641777778,-18.8040711111,25,22,-15.488,-15.6432,-14.9218758837,-19.382605813,-15.972,-18.9108,-10.164,-26.4996,
NYC2048,41.0,45.0,17.0,20.0,30.0,-14.6663255814,-21.3302976744,15,18,-16.456,-23.2184,-15.1798119658,-19.8936598291,-16.456,-20.6184,-15.488,-23.4432,
CMM3674,38.0,25.0,48.0,42.0,33.0,-15.735902439,-20.7792878049,18,15,-17.424,-22.4736,-15.0351142857,-20.0305742857,-16.456,-20.6184,-17.908,-26.7812,
ZOO1613,17.0,35.0,30.0,38.0,30.0,-14.3149152542,-19.9125762712,29,29,-15.972,-20.4708,-15.4025108696,-20.250498913,-16.94,-20.766,-20.328,-18.1592,
CAV1868,39.0,35.0,35.0,50.0,33.0,-15.2850322581,-18.8942064516,36,28,-16.456,-18.2784,-14.9218758837,-19.382605813,-15.972,-18.9108,-19.844,-12.8116,
YHH2785,16.0,37.0,18.0,22.0,27.0,-15.4275,-18.64075,22,18,-17.424,-18.3136,-15.0351142857,-20.0305742857,-16.456,-20.6184,-18.392,-13.4088,
LED0656,39.0,42.0,35.0,16.0,20.0,-14.2899016393,-19.0712721311,35,33,-14.52,-17.428,-14.9218758837,-19.382605813,-15.972,-18.9108,-8.228,-17.0692,
AKH1534,40.0,44.0,44.0,16.0,29.0,-15.3428,-19.96692,19,21,-14.52,-21.588,-15.0351142857,-20.0305742857,-16.456,-20.6184,-9.68,-10.752,
IHB0288,22.0,39.0,42.0,37.0,22.0,0,0,0,0,0,0,-16.6375,-17.22875,-18.392,-15.7488,-11.132,-13.2748,
XML3920,21.0,22.0,39.0,18.0,31.0,-14.0235897436,-19.3832820513,19,20,-14.52,-20.028,-15.0351142857,-20.0305742857,-16.456,-20.6184,-7.744,-10.1616,
HYP1591,28.0,41.0,20.0,36.0,29.0,-14.2656949153,-19.9151932203,29,29,-15.972,-20.4708,-15.4025108696,-20.250498913,-16.94,-20.766,-20.328,-18.1592,
JJL1448,43.0,15.0,39.0,43.0,30.0,-14.6006666667,-18.5012666667,34,29,-16.456,-16.9784,-14.9218758837,-19.382605813,-15.972,-18.9108,-6.292,-16.4788,
NDC0948,41.0,37.0,30.0,16.0,27.0,-16.021220339,-19.9569966102,27,20,-17.908,-21.0612,-15.4025108696,-20.250498913,-16.94,-20.766,-8.228,-20.1892,
